"Measure","Income bracket","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Denominator"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2017/18-2019/20","All","ONS 5+2","K02000001","2","57,498"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2017/18-2019/20","All","ONS 5+2","K02000001","6","57,498"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2017/18-2019/20","All","ONS 5+2","K02000001","20","57,498"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2017/18-2019/20","All","ONS 5+2","K02000001","19","57,498"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2017/18-2019/20","All","ONS 5+2","K02000001","14","57,498"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2017/18-2019/20","All","ONS 5+2","K02000001","11","57,498"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2017/18-2019/20","All","ONS 5+2","K02000001","6","57,498"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","8","363"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","7","363"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","7","363"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","4","363"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","3","363"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","5","363"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","10","363"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","18","363"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","19","363"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","11","363"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2017/18-2019/20","Any other Asian background","ONS 5+2","K02000001","7","363"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","8","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","6","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","5","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","4","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","2","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","9","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","14","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","18","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","16","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","11","2,566"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2017/18-2019/20","Asian/ Asian British","ONS 5+2","K02000001","6","2,566"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","8","275"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","5","275"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","5","275"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","2","275"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","1","275"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","2","275"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","20","275"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","20","275"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","23","275"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","11","275"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","4","275"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","7","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","4","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","4","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","3","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","1","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","3","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","22","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","25","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","14","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","9","1,313"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2017/18-2019/20","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","8","1,313"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2017/18-2019/20","Chinese","ONS 5+2","K02000001","9","229"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2017/18-2019/20","Chinese","ONS 5+2","K02000001","5","229"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2017/18-2019/20","Chinese","ONS 5+2","K02000001","5","229"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2017/18-2019/20","Chinese","ONS 5+2","K02000001","4","229"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2017/18-2019/20","Chinese","ONS 5+2","K02000001","2","229"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2017/18-2019/20","Chinese","ONS 5+2","K02000001","9","229"
